City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,mangrol,21.1167,70.1167,24.57,49,2,2.7,IN,1733158827
362,novoanninskiy,50.5287,42.6747,-2.47,94,100,2.82,RU,1733158828
363,anloga,5.7947,0.8973,28.34,72,2,6.01,GH,1733158830
364,san julian,21.0167,-102.1667,19.41,30,0,4.27,MX,1733158831
365,kiffa,16.6166,-11.4045,30.21,9,100,2.9,MR,1733158832
366,kaa-khem,51.6833,94.7333,-12.37,91,87,1.25,RU,1733158833
367,rampur,28.8167,79.0333,17.5,44,0,1.38,IN,1733158834
368,sur,22.5667,59.5289,24.25,64,0,4.88,OM,1733158835
369,fortaleza,-3.7227,-38.5247,31.07,15,40,6.17,BR,1733158603
370,miragoane,18.4423,-73.0876,27.58,70,84,2.01,HT,1733158837
371,ewo,-0.8725,14.8206,27.17,66,82,0.98,CG,1733158839
372,bandar-e genaveh,29.5791,50.517,18.14,43,49,6.45,IR,1733158840
373,inhambane,-23.865,35.3833,26.99,65,20,6.26,MZ,1733158841
374,strezhevoy,60.7333,77.5889,-11.4,99,97,2.37,RU,1733158842
375,manturovo,58.3353,44.7619,1.59,95,100,3.98,RU,1733158843
376,kassala,15.451,36.4,29.6,27,5,4.07,SD,1733158844
377,zhaotong,27.3167,103.7167,6.55,89,88,3.33,CN,1733158845
378,badger,64.8,-147.5333,-20.91,80,0,0.0,US,1733158847
379,coquimbo,-29.9533,-71.3436,18.85,59,0,6.69,CL,1733158811
380,carolina beach,34.0352,-77.8936,8.04,45,0,1.34,US,1733158550
381,sunchales,-30.944,-61.5615,26.7,30,1,3.49,AR,1733158850
382,sandnessjoen,66.0217,12.6316,0.23,74,40,7.2,NO,1733158851
383,rugaji,57.0,27.1333,1.93,91,55,4.65,LV,1733158852
384,palmer,42.1584,-72.3287,3.07,53,20,1.54,US,1733158853
385,susuman,62.7833,148.1667,-19.95,100,96,0.49,RU,1733158855
386,halle neustadt,51.4792,11.9161,4.26,88,90,4.52,DE,1733158856
387,holualoa,19.6228,-155.9522,20.31,73,0,3.09,US,1733158677
388,twin falls,42.3505,-114.6445,3.66,40,95,1.06,US,1733158858
389,onega,63.9061,38.1404,2.67,87,100,7.8,RU,1733158859
390,laguna,38.421,-121.4238,8.98,88,0,0.0,US,1733158860
391,khost,33.3395,69.9204,11.07,47,35,0.93,AF,1733158861
392,touros,-5.1989,-35.4608,29.49,64,26,5.82,BR,1733158862
393,surskoye,54.4821,46.7214,-0.73,93,100,3.25,RU,1733158864
394,banes,20.9625,-75.7186,26.6,73,91,4.81,CU,1733158865
395,gebeit,21.0667,36.3167,20.09,54,0,3.37,SD,1733158866
396,gainesville,29.6516,-82.3248,16.15,36,0,0.89,US,1733158583
397,eraan,9.0629,117.7016,25.92,89,100,1.21,PH,1733158868
398,riyadh,24.6877,46.7219,18.05,34,41,4.52,SA,1733158663
399,mount pearl,47.5166,-52.7813,5.81,83,54,3.58,CA,1733158871
400,dryden,49.7833,-92.7503,-10.84,92,100,2.06,CA,1733158873
401,irituia,-1.7711,-47.4381,33.21,43,79,2.13,BR,1733158874
402,barcelos,41.5388,-8.6151,14.06,91,65,2.28,PT,1733158827
403,constantia,44.1833,28.65,4.38,77,90,6.54,RO,1733158876
404,kasongo-lunda,-6.4667,16.8167,25.3,80,87,0.95,CD,1733158877
405,pisco,-13.7,-76.2167,21.03,83,20,3.6,PE,1733158878
406,den burg,53.0542,4.7972,9.99,87,75,5.14,NL,1733158880
407,trudovoye,43.3058,132.0817,-10.15,57,42,1.0,RU,1733158881
408,navoiy,40.0844,65.3792,1.71,93,33,2.06,UZ,1733158882
409,groningen,53.25,6.75,10.57,93,75,4.12,NL,1733158883
410,kupang,-10.1667,123.5833,29.32,94,75,1.03,ID,1733158884
411,kapa'a,22.0752,-159.319,22.97,78,42,3.81,US,1733158885
412,zaraza,9.3503,-65.3245,35.61,35,62,3.88,VE,1733158887
413,terrace,54.5163,-128.6035,1.95,100,100,0.0,CA,1733158889
414,kayangel,8.0823,134.7173,28.99,76,40,7.85,PW,1733158891
415,sorong,-0.8833,131.25,26.07,89,94,0.7,ID,1733158892
416,figuig (centre),32.1089,-1.2286,17.62,35,0,2.04,MA,1733158893
417,narvik,68.4384,17.4272,-4.0,87,100,3.45,NO,1733158694
418,mount gambier,-37.8333,140.7667,17.43,99,100,2.17,AU,1733158896
419,bikenibeu village,1.3673,173.1241,27.98,78,20,5.66,KI,1733158897
420,labrador city,52.9463,-66.9114,-5.46,73,75,5.14,CA,1733158899
421,iskateley,67.6803,53.1512,0.72,98,100,8.23,RU,1733158900
422,djenne,13.9061,-4.5533,31.09,11,96,2.64,ML,1733158839
423,kendari,-3.945,122.4989,25.83,90,100,1.16,ID,1733158903
424,lewistown,40.5992,-77.5714,1.45,79,100,3.09,US,1733158904
425,una,20.8167,71.0333,22.77,50,4,2.43,IN,1733158905
426,arteche,12.2645,125.4048,26.24,89,95,1.97,PH,1733158906
427,volchikha,52.0333,80.3833,-14.87,100,89,1.92,RU,1733158907
428,yoloten,37.2989,62.3597,5.94,53,8,2.32,TM,1733158908
429,severo-yeniseyskiy,60.3725,93.0408,-14.53,94,100,2.25,RU,1733158909
430,kedougou,12.5579,-12.1743,35.32,23,0,4.12,SN,1733158911
431,cabo san lucas,22.8909,-109.9124,25.98,59,6,1.79,MX,1733158912
432,cutral-co,-38.9469,-69.2089,19.93,13,0,6.98,AR,1733158907
433,macusani,-14.0833,-70.4333,11.01,56,92,1.93,PE,1733158914
434,clarksdale,34.2001,-90.5709,6.99,47,1,0.0,US,1733158915
435,belgaum,15.8667,74.5,21.33,90,97,1.7,IN,1733158916
436,saint-francois,46.4154,3.9054,10.69,94,75,2.06,FR,1733158917
437,vuktyl,63.8567,57.3094,1.25,99,100,6.58,RU,1733158918
438,igarra,7.2827,6.0878,30.0,30,4,0.71,NG,1733158920
439,sao joao da barra,-21.6403,-41.0511,35.05,86,99,7.18,BR,1733158921
440,inarajan village,13.2736,144.7484,27.22,91,63,8.08,GU,1733158922
441,altamira,-3.2033,-52.2064,32.05,62,40,3.6,BR,1733158642
442,san ignacio,17.1561,-89.0714,26.08,83,99,0.0,BZ,1733158924
443,jiangzi,28.95,89.6333,-6.55,46,0,2.75,CN,1733158925
444,paramirim,-13.4425,-42.2389,32.41,41,56,1.52,BR,1733158926
445,lucapa,-8.4192,20.7447,20.87,91,51,0.97,AO,1733158927
446,ghanzi,-21.5667,21.7833,30.43,16,41,2.05,BW,1733158929
447,saint joseph,39.7686,-94.8466,-0.22,61,75,9.77,US,1733158318
448,crane,31.3974,-102.3501,11.99,79,83,4.48,US,1733158931
449,caleta de carquin,-11.0925,-77.6267,22.33,74,100,3.8,PE,1733158932
450,smithers,54.7804,-127.1743,0.18,100,100,1.03,CA,1733158933
451,cambria,35.5641,-121.0808,15.08,54,56,1.51,US,1733158829
452,arkhangel'sk,64.5401,40.5433,5.06,100,100,6.0,RU,1733158936
453,eyl,7.9803,49.8164,25.61,73,23,8.25,SO,1733158937
454,yelizovo,53.1873,158.3805,6.08,52,75,3.0,RU,1733158808
455,shiqian,27.5225,108.2281,14.63,80,100,1.58,CN,1733158939
456,haiku-pauwela,20.9219,-156.3051,21.13,75,8,2.68,US,1733158940
457,alotau,-10.3069,150.4462,24.99,95,97,1.27,PG,1733158941
458,taulaga,-11.0553,-171.0883,28.21,78,95,8.2,AS,1733158942
459,klaksvik,62.2266,-6.589,0.01,59,100,4.88,FO,1733158944
460,okha,53.5739,142.9478,-3.22,89,98,3.65,RU,1733158946
461,mata-utu,-13.2816,-176.1745,27.87,78,70,6.37,WF,1733158947
462,ridder,50.355,83.5133,-2.82,97,100,1.44,KZ,1733158948
463,fort stockton,30.894,-102.8793,9.03,66,100,2.06,US,1733158949
464,kazanskoye,55.6448,69.235,-8.41,91,84,4.44,RU,1733158950
465,nuku'alofa,-21.1333,-175.2,25.19,100,75,1.54,TO,1733158951
466,yaren,-0.5472,166.916,28.07,71,58,7.35,NR,1733158953
467,merizo village,13.2658,144.6691,26.99,91,60,8.02,GU,1733158954
468,zhaodong,46.0833,125.9833,-18.32,87,28,3.67,CN,1733158955
469,ta`u,-14.2336,-169.5144,27.75,77,67,7.84,AS,1733158956
470,mochudi,-24.4167,26.15,37.33,11,41,2.61,BW,1733158957
471,kormilovka,55.0026,74.1028,-9.26,92,68,5.4,RU,1733158958
472,mweka,-4.85,21.5667,24.26,75,90,0.72,CD,1733158959
473,talnakh,69.4865,88.3972,-10.52,92,100,5.8,RU,1733158961
474,panaba,21.2833,-88.2667,25.82,57,3,7.22,MX,1733158962
475,cascais,38.6979,-9.4215,17.75,75,20,5.66,PT,1733158963
476,grand rapids,42.9634,-85.6681,-0.16,86,75,3.09,US,1733158510
477,ilha de mocambique,-15.0342,40.7358,26.73,65,2,4.04,MZ,1733158965
478,kailua-kona,19.6406,-155.9956,22.38,74,6,0.89,US,1733158828
479,villa gesell,-37.2639,-56.973,16.46,45,61,7.93,AR,1733158967
480,taltal,-25.4,-70.4833,19.82,66,43,4.26,CL,1733158821
481,manokwari,-0.8667,134.0833,26.39,80,100,1.34,ID,1733158970
482,garachico,28.7781,-17.7646,21.38,78,40,5.66,ES,1733158971
483,tevriz,57.509,72.4042,-4.78,94,100,2.97,RU,1733158972
484,stanley,54.868,-1.6985,3.62,84,20,5.14,GB,1733158965
485,suva,-18.1416,178.4415,22.71,100,75,1.54,FJ,1733158801
486,okahandja,-21.9833,16.9167,32.32,9,0,10.32,NA,1733158975
487,nurota,40.5614,65.6886,4.46,74,53,2.02,UZ,1733158918
488,hun,29.1268,15.9477,16.35,43,75,3.8,LY,1733158978
489,nakamura,32.9833,132.9333,10.09,93,0,1.75,JP,1733158979
490,saudarkrokur,65.7461,-19.6394,-8.29,73,97,3.66,IS,1733158980
491,komotini,41.1228,25.3964,8.92,79,100,1.34,GR,1733158981
492,xai-xai,-25.0519,33.6442,24.74,75,0,7.32,MZ,1733158982
493,pekan,3.4836,103.3996,24.73,94,100,2.46,MY,1733158894
494,musaffah,24.3458,54.5024,25.53,53,0,2.57,AE,1733158984
495,santiago de cuba,20.0247,-75.8219,29.23,68,100,2.39,CU,1733158985
496,cill airne,52.05,-9.5167,7.03,87,0,1.54,IE,1733158986
497,rongelap,11.1635,166.8941,28.0,78,92,10.33,MH,1733158988
498,champerico,14.3,-91.9167,28.4,59,97,1.74,GT,1733158989
499,castillos,-34.1667,-53.8333,21.36,43,23,6.45,UY,1733158990
500,khanapur,15.6333,74.5167,21.6,92,91,2.04,IN,1733158991
501,massakory,12.996,15.7293,25.93,15,10,4.39,TD,1733158992
502,somerset,40.5668,-74.5496,4.01,56,20,2.57,US,1733158993
503,al hazm,16.1641,44.7769,23.62,35,67,2.72,YE,1733158994
504,ziro,27.6333,93.8333,4.88,78,9,0.81,IN,1733158995
505,wynyard,-41.0,145.7167,16.77,86,100,5.81,AU,1733158997
506,bartica,6.4,-58.6167,27.71,84,97,2.52,GY,1733158998
507,queenstown,-31.8976,26.8753,18.31,69,55,4.95,ZA,1733158825
508,monterrey,25.6667,-100.3167,17.07,46,100,2.14,MX,1733158865
509,dwarka,22.2394,68.9678,25.11,54,4,4.93,IN,1733159001
510,khandyga,62.6667,135.6,-28.32,100,62,0.56,RU,1733159002
511,tornio,65.8481,24.1466,-0.99,79,83,3.56,FI,1733158979
512,pionerskiy,54.9508,20.2275,3.91,78,52,8.78,RU,1733159005
513,cide,41.8921,33.0044,8.2,83,2,3.96,TR,1733159006
514,preobrazheniye,42.9019,133.9064,-5.84,53,45,3.67,RU,1733159007
515,revda,56.801,59.9303,-1.91,91,100,5.13,RU,1733159008
516,monrovia,6.3005,-10.7969,28.38,67,9,5.18,LR,1733159009
517,rikaze,29.25,88.8833,-0.04,21,0,1.55,CN,1733159011
518,berdigestyakh,62.0989,126.6992,-22.8,98,100,1.42,RU,1733159012
519,karratha,-20.7377,116.8463,27.68,43,6,7.18,AU,1733159014
520,owen sound,44.5672,-80.9435,2.2,74,40,1.34,CA,1733159015
521,kruisfontein,-34.0033,24.7314,18.86,70,99,2.51,ZA,1733159016
522,maues,-3.3836,-57.7186,33.67,44,73,2.15,BR,1733158940
523,murun-kuren,49.6342,100.1625,-10.21,83,21,1.78,MN,1733159018
524,sao gabriel da cachoeira,-0.1303,-67.0892,31.89,66,40,2.57,BR,1733159019
525,chebarkul',54.9749,60.3633,-5.8,97,73,1.98,RU,1733159020
526,collie,-33.3667,116.15,14.48,81,98,2.94,AU,1733159022
527,jalai nur,49.45,117.7,-17.93,77,81,6.93,CN,1733159023
528,kirakira,-10.4544,161.9205,26.07,82,1,0.39,SB,1733159024
529,tezu,27.9167,96.1667,16.61,37,0,2.07,IN,1733159025
530,wewak,-3.5534,143.6268,25.4,90,99,2.11,PG,1733159026
531,galliano,29.4422,-90.2992,15.0,55,0,4.63,US,1733159027
532,boryslav,49.2867,23.4324,2.5,89,0,1.78,UA,1733159028
533,raychikhinsk,49.7838,129.4121,-26.56,100,93,1.71,RU,1733159029
534,porto novo,6.4965,2.6036,30.9,60,2,3.8,BJ,1733159030
535,minab,27.1467,57.0801,20.15,19,0,8.22,IR,1733159032
536,moama,-36.1167,144.7833,19.43,93,100,4.65,AU,1733159034
537,korla,41.7597,86.1469,0.22,61,51,0.66,CN,1733159035
538,calvinia,-31.4707,19.776,20.1,56,37,6.53,ZA,1733159036
539,aras-asan,8.8908,126.3033,25.45,91,77,1.19,PH,1733159037
540,garko,10.1751,11.1646,25.37,28,82,3.42,NG,1733159038
541,pemangkat,1.1667,108.9667,26.54,84,99,3.33,ID,1733159040
542,summerside,46.3959,-63.7876,1.07,64,10,4.12,CA,1733159041
543,casper,42.8666,-106.3131,4.33,45,0,9.77,US,1733159042
544,popondetta,-8.7537,148.2534,23.66,96,75,1.41,PG,1733159043
545,villa dolores,-31.9459,-65.1896,24.82,23,0,2.8,AR,1733159044
546,port lincoln,-34.7333,135.8667,16.42,84,46,7.5,AU,1733159045
547,saint-philippe,-21.3585,55.7679,24.24,83,52,4.91,RE,1733159046
548,port hedland,-20.3167,118.5667,27.03,74,6,5.14,AU,1733159047
549,inari,68.906,27.0288,-4.57,82,80,5.06,FI,1733158993
550,fortuna,40.5982,-124.1573,5.51,93,0,4.63,US,1733159050
551,buka,40.8108,69.1986,5.15,65,16,3.1,UZ,1733159051
552,quellon,-43.1167,-73.6167,12.46,58,43,6.13,CL,1733159052
553,akbarabad,29.2464,52.7793,9.75,39,5,0.86,IR,1733159053
554,paracale,14.2804,122.7881,25.54,90,100,2.45,PH,1733159054
555,lincoln city,44.9582,-124.0179,4.27,70,13,2.68,US,1733158860
556,loppi,60.7167,24.45,3.78,91,100,4.77,FI,1733159056
557,roosevelt,33.9668,-103.4505,9.66,50,5,3.98,US,1733158844
558,kharovsk,59.9642,40.1912,-0.56,87,56,4.4,RU,1733159059
559,kirensk,57.7853,108.1119,-32.91,99,23,0.62,RU,1733159060
560,matoury,4.8483,-52.3317,28.98,74,75,5.66,GF,1733159061
561,salta,-24.7859,-65.4117,19.33,52,100,1.03,AR,1733158740
562,jagodina,43.9814,21.2622,4.48,86,98,3.33,RS,1733159063
563,peace river,56.2501,-117.286,-11.83,97,100,4.63,CA,1733158841
564,itaqui,-29.1253,-56.5531,22.93,56,99,3.68,BR,1733159067
565,francisco i. madero,29.7059,-107.8043,15.36,19,95,1.45,MX,1733159068
566,santa cruz de tenerife,28.4682,-16.2546,25.4,57,100,0.89,ES,1733158862
567,linhares,-19.3911,-40.0722,32.0,57,83,3.94,BR,1733158815
568,tanggu,39.0211,117.6469,-4.02,28,72,2.78,CN,1733159073
569,khanty-mansiysk,61.0042,69.0019,-5.94,86,75,2.0,RU,1733159074
570,basco,20.4487,121.9702,26.01,72,71,10.82,PH,1733159075
571,al bawiti,28.3492,28.8659,15.94,46,0,4.48,EG,1733159077
572,khorixas,-20.3667,14.9667,30.11,16,0,9.08,NA,1733159078
573,lompoc,34.6391,-120.4579,16.19,51,86,1.36,US,1733159079
574,buchanan,5.8808,-10.0467,28.49,67,32,4.72,LR,1733159080
575,zakamensk,50.3741,103.2863,-13.0,80,98,1.18,RU,1733159081
576,altai,46.3722,96.2583,-8.53,70,100,0.89,MN,1733159083
577,salinas,36.6777,-121.6555,14.72,50,12,1.4,US,1733158843
578,punta del este,-34.9667,-54.95,19.06,79,40,9.39,UY,1733158904
579,baghdad,33.3406,44.4009,9.95,50,0,1.54,IQ,1733159024
580,beira,-19.8436,34.8389,28.05,69,0,4.12,MZ,1733159051
581,mlangali,-9.7833,34.5167,15.75,94,99,0.78,TZ,1733159088
582,rosarito,32.3333,-117.0333,15.51,54,9,2.79,MX,1733158804
583,kabansk,52.0486,106.6528,-15.44,89,5,2.02,RU,1733159090
584,sirjan,29.452,55.6814,6.22,29,0,2.52,IR,1733158991
585,taro,-8.3862,115.28,20.39,100,100,0.12,ID,1733159093
586,katsuura,35.1333,140.3,15.12,63,3,5.56,JP,1733158904
587,sinop,41.7711,34.8709,1.7,76,0,3.3,TR,1733159095
588,coalcoman de vazquez pallares,18.7833,-103.15,28.02,41,0,0.51,MX,1733159096
589,siparia,10.1333,-61.5,30.08,61,51,5.43,TT,1733159097
